X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,RESPONSE_TIME_MINUTES
400212.850000001,137949.329999998,24119645,2024-08-05 02:53:08+00:00,EVENING,OTHERS,BURGLARY,1300 - 1399 BLOCK OF 5TH STREET NE,400212.85,137949.33,5.0,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76,38.9094049494,-76.9975459006,,2024-08-04 23:30:00+00:00,2024-08-05 02:09:00+00:00,606080498,159.0
402267.946800001,136410.945799999,24006134,2024-01-12 23:35:52+00:00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,400 - 499 BLOCK OF 23RD PLACE NE,402267.946752058,136410.94575602,7.0,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80,38.8955437391,-76.9738563053,,2024-01-12 21:12:00+00:00,2024-01-12 23:36:00+00:00,606080500,144.0
399823.490000002,138211.600000001,24007392,2024-01-15 18:01:36+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,104 - 1599 BLOCK OF HARRY THOMAS WAY NE,399823.49,138211.6,5.0,5F,5.0,502.0,Cluster 21,008702 3,8702.0,Precinct 75,38.9117675751,-77.002035177,NOMA,2024-01-15 14:31:00+00:00,2024-01-15 17:09:00+00:00,606080501,158.0
400656.109999999,139903.489999998,24008157,2024-01-17 19:32:05+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,2900 - 2999 BLOCK OF 10TH STREET NE,400656.11,139903.49,5.0,5B,5.0,504.0,Cluster 22,009302 1,9302.0,Precinct 73,38.9270084456,-76.9924333725,,2024-01-17 02:00:00+00:00,2024-01-17 12:00:00+00:00,606080502,600.0
397823.780000001,141376.73,24117784,2024-08-01 17:25:28+00:00,DAY,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF GEORGIA AVENUE NW,397823.78,141376.73,4.0,4C,4.0,404.0,Cluster 18,002503 1,2503.0,Precinct 47,38.940277387,-77.0251020575,,2024-08-01 14:53:00+00:00,2024-08-01 15:00:00+00:00,606080504,7.0
401884.039999999,136926.899999999,24120165,2024-08-06 00:58:22+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1700 - 1799 BLOCK OF H STREET NE,401884.04,136926.9,5.0,5D,5.0,507.0,Cluster 23,008904 1,8904.0,Precinct 79,38.9001925481,-76.9782803647,,2024-08-05 23:03:00+00:00,2024-08-06 00:42:00+00:00,606080505,99.0
397216.270000003,137538.440000001,24123919,2024-08-13 16:10:20+00:00,DAY,OTHERS,THEFT F/AUTO,1300 - 1499 BLOCK OF MASSACHUSETTS AVENUE NW,397216.27,137538.44,2.0,2F,2.0,208.0,Cluster 7,005203 3,5203.0,Precinct 17,38.9056991277,-77.032093941,,2024-08-13 12:33:00+00:00,2024-08-13 14:04:00+00:00,606080506,91.0
401642.57,134596.760000002,24121106,2024-08-08 01:24:24+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 9 BLOCK OF BARNEY CIRCLE SE,401642.57,134596.76,6.0,6B,1.0,107.0,Cluster 26,006802 2,6802.0,Precinct 91,38.8792022583,-76.9810696553,,2024-07-28 18:00:00+00:00,2024-07-28 18:30:00+00:00,606080507,30.0
402887.823600002,134282.629799999,24112931,2024-07-23 21:29:26+00:00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,2900 - 2943 BLOCK OF NELSON PLACE SE,402887.823648633,134282.629818045,7.0,7B,6.0,605.0,Cluster 34,007709 1,7709.0,Precinct 111,38.8763692422,-76.966719636,,2024-07-23 18:32:00+00:00,2024-07-23 20:30:00+00:00,606080517,118.0
401427.159999996,137980.100000001,24112955,2024-07-23 21:30:55+00:00,EVENING,OTHERS,BURGLARY,1200 - 1299 BLOCK OF MOUNT OLIVET ROAD NE,401427.16,137980.1,5.0,5D,5.0,506.0,Cluster 23,008804 2,8804.0,Precinct 76,38.9096810032,-76.9835451911,,2024-07-23 20:31:00+00:00,2024-07-23 21:30:00+00:00,606080518,59.0
397229.119999997,138854.539999999,24113522,2024-07-24 21:38:20+00:00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 14TH STREET NW,397229.12,138854.54,1.0,1B,3.0,305.0,Cluster 3,004401 2,4401.0,Precinct 22,38.9175550432,-77.0319511026,,2024-07-24 17:42:00+00:00,2024-07-24 20:54:00+00:00,606080519,192.0
397162.060000002,140182.43,24420743,2024-02-28 06:42:04+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1.0,1A,3.0,302.0,Cluster 2,002802 1,2802.0,Precinct 39,38.9295168861,-77.0327298633,,2024-01-19 14:30:00+00:00,2024-01-22 03:15:00+00:00,606080539,3645.0
401897.640299998,135647.9976,24420850,2024-03-05 15:02:10+00:00,DAY,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF A STREET SE,401897.640287714,135647.997563312,7.0,7D,1.0,107.0,Cluster 26,006801 1,6801.0,Precinct 87,38.8886716962,-76.9781271101,,2024-02-23 20:00:00+00:00,2024-02-23 21:30:00+00:00,606080540,90.0
399489.600000001,134508.18,24096594,2024-06-25 01:33:39+00:00,EVENING,OTHERS,THEFT F/AUTO,1ST STREET SE AND K STREET SE,399489.59999748,134508.17999425,6.0,8F,1.0,106.0,Cluster 27,007202 2,7202.0,Precinct 131,38.8784056809,-77.005882209,CAPITOL RIVERFRONT,2024-06-25 01:00:00+00:00,2024-06-25 01:30:00+00:00,606080554,30.0
399333.630000003,129224.32,24097076,2024-06-25 21:53:59+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4000 - 4098 BLOCK OF SOUTH CAPITOL STREET,399333.63,129224.32,8.0,8D,7.0,708.0,Cluster 39,009810 2,9810.0,Precinct 124,38.8308063012,-77.0076745977,,2024-06-25 17:46:00+00:00,2024-06-25 21:00:00+00:00,606080555,194.0
400607.189999998,141234.34,24046041,2024-03-27 19:02:25+00:00,EVENING,OTHERS,ROBBERY,10TH STREET NE AND RANDOLPH STREET NE,400607.19001452,141234.3400005,5.0,5B,4.0,405.0,Cluster 20,009504 1,9504.0,Precinct 68,38.9389971817,-76.9929963677,,2024-03-27 15:53:00+00:00,2024-03-27 15:55:00+00:00,606080557,2.0
405953.196999997,135519.211399999,24047042,2024-03-29 15:42:53+00:00,DAY,OTHERS,BURGLARY,4900 - 4999 BLOCK OF ASTOR PLACE SE,405953.196995477,135519.211355192,7.0,7E,6.0,604.0,Cluster 33,009904 1,9904.0,Precinct 104,38.8874934342,-76.9313824208,,2024-03-29 15:10:00+00:00,2024-03-29 16:00:00+00:00,606080558,50.0
398274.350000001,138469.719999999,24073755,2024-05-17 05:15:44+00:00,MIDNIGHT,GUN,ROBBERY,6TH STREET NW AND S STREET NW,398274.35001235,138469.71999793,2.0,2G,3.0,306.0,Cluster 3,004801 2,4801.0,Precinct 21,38.9140911307,-77.0198975565,,2024-05-17 03:12:00+00:00,2024-05-17 04:25:00+00:00,606080559,73.0
401543.270000003,136585.859999999,24141910,2024-09-14 14:02:08+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,511 - 608 BLOCK OF 16TH STREET NE,401543.27,136585.86,7.0,7D,5.0,507.0,Cluster 25,007901 4,7901.0,Precinct 81,38.8971210012,-76.9822096037,,2024-09-14 13:00:00+00:00,2024-09-14 13:50:00+00:00,606080570,50.0
397923.159999996,142980.190000001,24143080,2024-09-16 21:26:28+00:00,EVENING,OTHERS,THEFT F/AUTO,5300 - 5399 BLOCK OF 8TH STREET NW,397923.16,142980.19,4.0,4D,4.0,403.0,Cluster 18,002101 4,2101.0,Precinct 56,38.9547220416,-77.023960593,,2024-09-16 16:30:00+00:00,2024-09-16 17:00:00+00:00,606080571,30.0
393473.229999997,144062.600000001,24143691,2024-09-17 17:17:54+00:00,DAY,OTHERS,THEFT/OTHER,5523 - 5599 BLOCK OF CONNECTICUT AVENUE NW,393473.23,144062.6,3.0,3/4G,2.0,201.0,Cluster 10,001100 1,1100.0,Precinct 32,38.9644508729,-77.0753099146,,2024-09-17 16:50:00+00:00,2024-09-17 16:52:00+00:00,606080572,2.0
397868.289999999,135116.460000001,24123083,2024-08-11 20:10:24+00:00,EVENING,OTHERS,THEFT F/AUTO,400 - 999 BLOCK OF L'ENFANT PLAZA SW,397868.29,135116.46,6.0,6D,1.0,103.0,Cluster 9,010202 6,10202.0,Precinct 142,38.8838828674,-77.0245692132,SOUTHWEST,2024-08-11 15:00:00+00:00,2024-08-11 17:00:00+00:00,606080585,120.0
401740.25,137077.199999999,24064465,2024-04-30 14:29:33+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,401740.25,137077.2,5.0,5D,5.0,507.0,Cluster 23,008903 3,8903.0,Precinct 79,38.9015468006,-76.9799376272,,2024-04-29 23:00:00+00:00,2024-04-30 12:37:00+00:00,606080616,817.0
399622.270000003,134352.620000001,24065069,2024-05-01 13:26:15+00:00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622.27,134352.62,8.0,8F,1.0,106.0,Cluster 27,007203 1,7203.0,Precinct 131,38.8770044023,-77.004353141,CAPITOL RIVERFRONT,2024-05-01 13:00:00+00:00,2024-05-01 16:00:00+00:00,606080617,180.0
399855.240000002,137532.120000001,24045248,2024-03-26 06:56:18+00:00,MIDNIGHT,OTHERS,ROBBERY,300 - 308 BLOCK OF M STREET NE,399855.24,137532.12,6.0,6C,5.0,501.0,Cluster 25,010602 4,10602.0,Precinct 144,38.9056465911,-77.0016689533,NOMA,2024-03-26 03:45:00+00:00,2024-03-26 04:00:00+00:00,606080618,15.0
396171.049999997,137945.800000001,24074308,2024-05-18 04:24:54+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2.0,2B,2.0,208.0,Cluster 6,005502 3,5502.0,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2024-05-18 02:29:00+00:00,2024-05-18 02:41:00+00:00,606080622,12.0
403153.810000002,139839.710000001,24075730,2024-05-20 20:45:49+00:00,EVENING,OTHERS,THEFT/OTHER,2804 - 2898 BLOCK OF BLADENSBURG ROAD NE,403153.81,139839.71,5.0,5C,5.0,503.0,Cluster 24,011100 1,11100.0,Precinct 71,38.9264284806,-76.9636287941,,2024-05-20 20:02:00+00:00,2024-05-20 20:35:00+00:00,606080623,33.0
401211.600000001,138483.239999998,24137723,2024-09-06 22:22:42+00:00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF OKIE STREET NE,401211.6,138483.24,5.0,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76,38.9142137824,-76.9860296578,,2024-09-06 21:45:00+00:00,2024-09-06 22:20:00+00:00,606080632,35.0
405126.996399999,136549.156300001,24041515,2024-03-19 17:46:48+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,4200 - 4399 BLOCK OF EDSON PLACE NE,405126.996354711,136549.156316148,7.0,7F,6.0,602.0,Cluster 30,007803 4,7803.0,Precinct 99,38.8967767648,-76.9408976637,,2024-03-19 12:31:00+00:00,2024-03-19 13:19:00+00:00,606080643,48.0
400042.719999999,136078.289999999,24044872,2024-03-25 17:39:16+00:00,DAY,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF 5TH STREET NE,400042.72,136078.29,6.0,6C,1.0,108.0,Cluster 25,008200 3,8200.0,Precinct 89,38.8925499781,-76.999507567,CAPITOL HILL,2024-03-25 12:55:00+00:00,2024-03-25 16:20:00+00:00,606080644,205.0
401135.869900003,135000.3803,24073221,2024-05-16 11:28:19+00:00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF E STREET SE,401135.869855007,135000.380250711,6.0,6B,1.0,106.0,Cluster 26,006900 2,6900.0,Precinct 91,38.8828390269,-76.9869086226,,2024-05-16 09:06:00+00:00,2024-05-16 09:10:00+00:00,606080645,4.0
400232.916299999,135255.095600002,24111300,2024-07-20 20:37:37+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6.0,6B,1.0,107.0,Cluster 26,006500 1,6500.0,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2024-07-20 17:58:00+00:00,2024-07-20 18:10:00+00:00,606080662,12.0
402186.7685,136400.1303,24003735,2024-01-08 15:06:55+00:00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 21ST STREET NE,402186.768479982,136400.13033201,7.0,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80,38.8954465155,-76.97479212,,2024-01-04 20:05:00+00:00,2024-01-04 20:30:00+00:00,606080679,25.0
398009.100000001,137138.670000002,24061156,2024-04-24 15:20:47+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,700 - 899 BLOCK OF K STREET NW,398009.1,137138.67,2.0,2C,1.0,101.0,Cluster 8,005802 5,5802.0,Precinct 129,38.9021000122,-77.022952155,DOWNTOWN,2024-04-24 14:10:00+00:00,2024-04-24 14:20:00+00:00,606080690,10.0
401480.719099998,135648.0198,24151106,2024-09-30 02:42:50+00:00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF A STREET SE,401480.719135327,135648.019803312,7.0,7D,1.0,107.0,Cluster 26,006801 2,6801.0,Precinct 87,38.8886726976,-76.9829326943,,2024-09-26 15:20:00+00:00,2024-09-26 21:30:00+00:00,606080710,370.0
399226.259999998,127956.75,24078004,2024-05-24 12:27:04+00:00,DAY,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF JOLIET STREET SW,399226.26,127956.75,8.0,8D,7.0,708.0,Cluster 39,010900 2,10900.0,Precinct 126,38.819387345,-77.0089097554,,2024-05-24 11:37:00+00:00,2024-05-24 12:19:00+00:00,606080723,42.0
399611.829999998,138262.989999998,24080161,2024-05-28 06:02:26+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,1617 - 1699 BLOCK OF ECKINGTON PLACE NE,399611.83,138262.99,5.0,5F,5.0,502.0,Cluster 21,008702 2,8702.0,Precinct 75,38.9122304456,-77.004475666,NOMA,2024-05-27 16:00:00+00:00,2024-05-28 05:30:00+00:00,606080724,810.0
392988.960000001,141699.559999999,24155560,2024-10-07 22:20:36+00:00,EVENING,OTHERS,THEFT F/AUTO,4100 - 4149 BLOCK OF VAN NESS STREET NW,392988.96,141699.56,3.0,3A,2.0,204.0,Cluster 11,001002 1,1002.0,Precinct 10,38.9431602522,-77.0808735636,,2024-10-07 16:30:00+00:00,2024-10-07 21:30:00+00:00,606080727,300.0
397965.670000002,137976.25,24083901,2024-06-03 17:58:21+00:00,DAY,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF P STREET NW,397965.67,137976.25,2.0,2G,3.0,307.0,Cluster 7,004901 2,4901.0,Precinct 18,38.9096451254,-77.0234553202,,2024-05-20 20:00:00+00:00,2024-06-03 14:00:00+00:00,606080732,19800.0
398186.609999999,137106.640000001,24058748,2024-04-20 02:55:38+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF MASSACHUSETTS AVENUE NW,398186.61,137106.64,2.0,2C,1.0,101.0,Cluster 8,005801 2,5801.0,Precinct 129,38.9018118587,-77.0209056408,DOWNTOWN,2024-04-19 20:14:00+00:00,2024-04-19 22:44:00+00:00,606080734,150.0
394964.329999998,140772.690000001,24008555,2024-01-19 20:15:57+00:00,EVENING,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3.0,3C,2.0,203.0,Cluster 15,001304 1,1304.0,Precinct 34,38.9348242806,-77.0580805327,,2023-10-18 00:25:00+00:00,2023-10-18 00:28:00+00:00,606080737,3.0
397609.899999999,138792.68,24014185,2024-01-29 01:44:09+00:00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF U STREET NW,397609.9,138792.68,1.0,1B,3.0,305.0,Cluster 3,004401 1,4401.0,Precinct 22,38.916998906,-77.0275601016,,2024-01-29 01:12:00+00:00,2024-01-29 01:33:00+00:00,606080743,21.0
398455.340000004,145540.300000001,24014226,2024-01-29 06:47:34+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,7044 - 7089 BLOCK OF EASTERN AVENUE NW,398455.34,145540.3,4.0,4B,4.0,401.0,Cluster 17,001702 2,1702.0,Precinct 63,38.9777852376,-77.0178265772,,2024-01-29 02:43:00+00:00,2024-01-29 04:48:00+00:00,606080744,125.0
405519.700000003,135471.100000001,24104461,2024-07-08 15:14:46+00:00,DAY,OTHERS,BURGLARY,4555 - 4612 BLOCK OF BENNING ROAD SE,405519.7,135471.1,7.0,7E,6.0,604.0,Cluster 33,009906 1,9906.0,Precinct 103,38.8870628574,-76.936379367,,2024-07-08 14:31:00+00:00,2024-07-08 15:45:00+00:00,606080746,74.0
400498.909999996,139426.859999999,24104686,2024-07-08 22:18:41+00:00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF CHANNING PLACE NE,400498.91,139426.86,5.0,5B,5.0,504.0,Cluster 21,009302 1,9302.0,Precinct 74,38.9227149145,-76.9942466373,,2024-06-07 20:30:00+00:00,2024-07-07 16:30:00+00:00,606080747,42960.0
397704.560000002,145832.640000001,24066886,2024-05-04 16:04:26+00:00,DAY,OTHERS,THEFT/OTHER,7400 - 7599 BLOCK OF GEORGIA AVENUE NW,397704.56,145832.64,4.0,4B,4.0,401.0,Cluster 17,010300 2,10300.0,Precinct 63,38.9804170595,-77.0264921407,,2024-05-04 15:27:00+00:00,2024-05-04 16:01:00+00:00,606080753,34.0
396830.43,137253.620000001,24422980,2024-08-22 16:02:30+00:00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2.0,2C,2.0,207.0,Cluster 6,010100 1,10100.0,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2024-07-16 23:50:00+00:00,2024-07-16 23:55:00+00:00,606080755,5.0
398555.850000001,138675.5,24077377,2024-05-23 12:16:04+00:00,DAY,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF T STREET NW,398555.85,138675.5,1.0,1B,3.0,306.0,Cluster 3,003400 1,3400.0,Precinct 20,38.9159453732,-77.016652162,,2024-05-22 22:45:00+00:00,2024-05-23 04:00:00+00:00,606080778,315.0
396529.4375,137321.3281,24117995,2024-08-02 00:31:25+00:00,EVENING,OTHERS,THEFT/OTHER,CONNECTICUT AVENUE NW AND L STREET NW,396529.43749873,137321.32812487,2.0,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17,38.9037408644,-77.0400114133,GOLDEN TRIANGLE,2024-08-01 22:25:00+00:00,2024-08-01 23:08:00+00:00,606080782,43.0
398010.899999999,137916.530000001,24029294,2024-02-25 21:47:31+00:00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF 8TH STREET NW,398010.9,137916.53,2.0,2G,3.0,307.0,Cluster 7,004901 2,4901.0,Precinct 18,38.9091072507,-77.0229336565,,2024-02-25 19:30:00+00:00,2024-02-25 20:07:00+00:00,606080790,37.0
399351.539999999,137184.600000001,24084651,2024-06-04 20:00:15+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF K STREET NE,399351.54,137184.6,6.0,6E,1.0,102.0,Cluster 25,010603 1,10603.0,Precinct 144,38.9025157814,-77.0074758356,NOMA,2024-06-04 18:59:00+00:00,2024-06-04 19:45:00+00:00,606080794,46.0
400436.0625,135043.815099999,24421818,2024-05-17 21:42:53+00:00,EVENING,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF 8TH STREET SE,400436.062494358,135043.815098751,6.0,6B,1.0,106.0,Cluster 26,007000 2,7000.0,Precinct 90,38.8832309303,-76.9949741689,CAPITOL HILL,2024-05-11 06:55:00+00:00,2024-05-12 18:55:00+00:00,606080797,2160.0
396231.979999997,139315.649999999,24150191,2024-09-28 13:00:32+00:00,DAY,OTHERS,BURGLARY,1811 - 1852 BLOCK OF COLUMBIA ROAD NW,396231.98,139315.65,1.0,1C,3.0,303.0,Cluster 1,004001 1,4001.0,Precinct 25,38.9217051624,-77.043451684,ADAMS MORGAN,2024-09-28 10:09:00+00:00,2024-09-28 12:47:00+00:00,606080801,158.0
398683.505099997,137184.943500001,24052121,2024-04-08 04:48:49+00:00,MIDNIGHT,OTHERS,ROBBERY,K STREET NW AND 3RD STREET NW,398683.50505273,137184.94348474,6.0,6E,1.0,101.0,Cluster 8,004703 4,4703.0,Precinct 1,38.9025181289,-77.0151773435,MOUNT VERNON TRIANGLE CID,2024-04-08 02:19:00+00:00,2024-04-08 03:58:00+00:00,606080803,99.0
401701.350000001,136862.760000002,24074149,2024-05-17 21:49:56+00:00,EVENING,OTHERS,THEFT/OTHER,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,5.0,5D,5.0,507.0,Cluster 23,008904 1,8904.0,Precinct 79,38.8996151246,-76.9803866148,,2024-05-17 21:06:00+00:00,2024-05-17 21:35:00+00:00,606080806,29.0
398476.780000001,134023.32,24134503,2024-09-01 04:53:28+00:00,MIDNIGHT,OTHERS,ROBBERY,1300 - 1369 BLOCK OF 4TH STREET SW,398476.78,134023.32,6.0,6D,1.0,103.0,Cluster 9,011002 1,11002.0,Precinct 127,38.874036699,-77.0175535851,,2024-09-01 03:41:00+00:00,2024-09-01 04:40:00+00:00,606080823,59.0
399353.1307,134459.365200002,24422976,2024-08-21 23:21:26+00:00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF HALF STREET SE,399353.130685353,134459.365178209,6.0,8F,1.0,106.0,Cluster 27,007202 2,7202.0,Precinct 131,38.8779658481,-77.0074549315,CAPITOL RIVERFRONT,2024-07-25 22:30:00+00:00,2024-08-12 22:10:00+00:00,606080826,25900.0
397422.719999999,140620.84,24116118,2024-07-30 01:51:30+00:00,EVENING,OTHERS,THEFT F/AUTO,3500 - 3599 BLOCK OF 13TH STREET NW,397422.72,140620.84,1.0,1A,4.0,408.0,Cluster 2,002900 2,2900.0,Precinct 42,38.9334670206,-77.0297253272,,2024-07-29 18:11:00+00:00,2024-07-29 19:08:00+00:00,606080828,57.0
405127.159999996,137046.300000001,24033867,2024-03-05 14:50:48+00:00,DAY,OTHERS,THEFT/OTHER,4200 - 4399 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,405127.16,137046.3,7.0,7C,6.0,602.0,Cluster 30,007803 1,7803.0,Precinct 99,38.9012552122,-76.9408920666,,2024-03-05 14:00:00+00:00,2024-03-05 14:10:00+00:00,606080833,10.0
400685.590000004,135857.140000001,24047654,2024-03-31 06:07:07+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF MASSACHUSETTS AVENUE NE,400685.59,135857.14,6.0,6A,1.0,108.0,Cluster 26,008100 3,8100.0,Precinct 85,38.8905575103,-76.9920974323,,2024-03-30 17:26:00+00:00,2024-03-30 19:21:00+00:00,606080836,115.0
398358.119999997,137118.77,24056093,2024-04-14 23:31:44+00:00,EVENING,OTHERS,THEFT/OTHER,901 - 999 BLOCK OF 5TH STREET NW,398358.12,137118.77,6.0,6E,1.0,101.0,Cluster 8,004702 4,4702.0,Precinct 1,38.9019214672,-77.0189284192,MOUNT VERNON TRIANGLE CID,2024-04-14 20:28:00+00:00,2024-04-14 23:32:00+00:00,606080845,184.0
399819.846799999,128990.939399999,24002704,2024-01-06 10:11:11+00:00,MIDNIGHT,GUN,ROBBERY,4000 - 4399 BLOCK OF 3RD STREET SE,399819.846845786,128990.939381134,8.0,8D,7.0,708.0,Cluster 39,009810 1,9810.0,Precinct 125,38.8287041339,-77.0020747667,,2024-01-06 04:53:00+00:00,2024-01-06 08:16:00+00:00,606080875,203.0
396846.700000003,143968.079999998,24072629,2024-05-15 09:05:21+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,6000 - 6099 BLOCK OF 16TH STREET NW,396846.7,143968.08,4.0,4A,4.0,402.0,Cluster 17,001803 2,1803.0,Precinct 60,38.9636180043,-77.0363843,,2024-05-15 03:30:00+00:00,2024-05-15 07:50:00+00:00,606080878,260.0
405106.864600003,135146.159000002,24124988,2024-08-15 18:19:49+00:00,DAY,GUN,ROBBERY,4400 - 4499 BLOCK OF TEXAS AVENUE SE,405106.864610692,135146.159034846,7.0,7F,6.0,603.0,Cluster 33,007703 1,7703.0,Precinct 103,38.8841381608,-76.9411401638,,2024-08-15 10:18:00+00:00,2024-08-15 15:04:00+00:00,606080879,286.0
399531.539999999,134674.780000001,24141529,2024-09-13 21:06:57+00:00,EVENING,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF NEW JERSEY AVENUE SE,399531.54,134674.78,8.0,8F,1.0,106.0,Cluster 27,007203 3,7203.0,Precinct 131,38.8799065024,-77.0053989764,CAPITOL RIVERFRONT,2024-09-12 21:30:00+00:00,2024-09-13 12:30:00+00:00,606080881,900.0
402110.895300001,136474.075399999,24147136,2024-09-23 17:09:58+00:00,DAY,OTHERS,THEFT F/AUTO,2000 - 2061 BLOCK OF E STREET NE,402110.895295912,136474.075420079,7.0,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80,38.8961128253,-76.9756665177,,2024-09-22 04:00:00+00:00,2024-09-23 04:00:00+00:00,606080882,1440.0
400332.289999999,136507.789999999,24138510,2024-09-08 15:22:32+00:00,DAY,OTHERS,THEFT F/AUTO,500 - 517 BLOCK OF 7TH STREET NE,400332.29,136507.79,6.0,6A,1.0,104.0,Cluster 25,008302 1,8302.0,Precinct 84,38.8964190101,-76.9961694891,,2024-09-07 22:15:00+00:00,2024-09-08 09:00:00+00:00,606080884,645.0
399074.100000001,137856.300000001,24052123,2024-04-08 03:50:21+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF O STREET NW,399074.1,137856.3,5.0,5E,3.0,308.0,Cluster 21,004600 1,4600.0,Precinct 19,38.9085664412,-77.0106752357,,2024-04-08 03:06:00+00:00,2024-04-08 03:36:00+00:00,606080891,30.0
392810.170000002,143050.379999999,24093865,2024-06-20 17:03:01+00:00,DAY,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF WISCONSIN AVENUE NW,392810.17,143050.38,3.0,3E,2.0,202.0,Cluster 11,001100 2,1100.0,Precinct 32,38.955327361,-77.0829500948,FRIENDSHIP HEIGHTS,2024-06-20 16:14:00+00:00,2024-06-20 16:45:00+00:00,606080901,31.0
401289.670000002,139033.390000001,24112812,2024-07-23 16:49:42+00:00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF W STREET NE,401289.67,139033.39,5.0,5C,4.0,,Cluster 22,009102 3,9102.0,Precinct 72,38.9191696046,-76.9851284391,,2024-07-23 16:40:00+00:00,2024-07-23 16:49:00+00:00,606080904,9.0
394587.810000002,137936.449999999,24132196,2024-08-28 00:46:22+00:00,EVENING,OTHERS,THEFT/OTHER,3100 - 3199 BLOCK OF P STREET NW,394587.81,137936.45,2.0,2E,2.0,206.0,Cluster 4,000102 2,102.0,Precinct 5,38.9092722843,-77.0624008859,,2024-08-27 22:36:00+00:00,2024-08-27 22:55:00+00:00,606080913,19.0
